 ,Area,Mean,Min,Max
1,17.834,58.815,9,165
2,15.107,65.215,22,167
3,4.498,58.709,0,182
4,42.278,52.447,0,193
5,49.372,62.139,4,222
6,34.455,52.012,0,175
7,39.484,50.082,0,214
8,59.601,40.802,0,173
9,60.030,41.052,0,192
10,60.065,33.340,0,255
11,62.034,52.380,8,250
12,57.548,42.813,0,241
13,70.615,44.381,0,255
14,65.348,40.716,0,227
15,68.948,40.108,0,244
