 ,Area,Mean,Min,Max
1,83.356,59.818,6,233
2,73.597,63.416,4,251
3,62.996,49.898,0,184
4,70.065,62.799,4,226
5,72.326,67.555,21,233
6,72.326,67.555,21,233
7,69.323,78.493,23,239
8,63.420,52.175,0,184
9,72.263,69.550,15,244
10,83.330,59.570,4,214
11,42.760,53.794,0,236
12,2.734,54.043,7,164
13,63.806,51.335,0,232
14,63.260,50.960,0,232
15,69.334,43.978,0,192
16,1.701,75.537,30,153
17,6.077,78.972,15,202
18,31.253,66.224,2,253
19,57.683,63.896,0,193
20,45.901,63.946,0,221
21,71.109,47.675,0,197
